"ID","Category","Title","Ingredients","Method","Date"
"3321","pizza focacce crepes","Crespelle vegetariane","x crepes:150 farina-350 latte-40 burro-2 uova -x ripieno: 2 peperoni-2 zucchine-400 ricotta-1 rosso-80 grana-besciamelle:500 latte-30 burro-30 farina-noce moscata-basilico","Fare le crespelle con le uova sbattute con il latte, quindi unire il burro sciolto e piano piano la farina con le fruste; lasciare riposare per 30 minuti poi fare le crepes con un padellino unto di burro una alla volta, e tenere da parte. Fare la besciamelle  e tenere da parte. In una padella rosolare con una noce di burro le verdure (magari separatamente) tagliate a striscioline, salare e tenere al dente; mettere in una ciotola e lasciare raffreddare poi unire la ricotta, il basilico tritato, il rosso d'uovo e met&#224; del  grana, amalgamare con le fruste. Farcire le crespelle, piegare in due e schiacciare poi ripiegare di nuovo a triangolini. Imburrare una pirofila e mettere un poco di besciamelle sul fondo, disporre in fila sovrapponendo leggermente le punte, fare una larga striscia centrale di besciamelle poi cospargere di grana. Cuocere in forno a 180&#176; finch'&#232; dorano. Si possono preparare anche il giorno prima e tenere in frigo, e passare in forno solo al momento di servire. N.B. si possono anche usare verdure alternative.","7/3/2007"
"3322","pizza focacce crepes","Fagottini di crepes con le cozze","crepes-cozze-prezzemolo-aglio-pomodorini-timo-olio","Fare delle crepes classiche e tenere al caldo. In una padella rosolare con l'olio il prezzemolo tritato, il timo, poi l'aglio intero, le cozze sgusciate a crudo ed il loro sughino, quindi i pomodorini tagliati a dadini, ed una abbondante grattata di pepe. Cuocere per pochi minuti. Farcire i fagottini con le cozze e i pomodorini (tenendo il sughetto a parte), chiudere con erba cipollina o un pezzetto di spaghetto (scottato). Servire subito con attorno il suo sughetto.","2/2/2013"
"3323","pasta","Fagottini di scampi e ricotta","x 4 persone:4 scamponi-1 porro-4 pomodorini-                                                                                          x crepes:500 latte-200 farina-3 uova-3 c. olio o burro-                                                                               x farcia:300 gr.scampi o gamberetti-1 scalogno-olio-1 c.ino curry-2 c. cognac o wiskey-200 ricotta-          x Salsa: 300 asparagi","Fare delle crepes con le uova sbattute, la farina il burro sciolto ed il latte. Lasciare riposare e poi fare le crepes una ad una (0ppure usare la pasta fillo). Intanto in una padella rosolare con l'olio lo scalogno tritato (volendo anche un porro) poi gli scampi sgusciati e puliti, flambare con un goccio di Cognac o wiskey e aggiungere un c.ino di curry. Mettere nel frullatore e frullare con la ricotta ed una grattatina di pepe bianco. Lessare a vapore gli asparagi, poi frullarli con un goccio di acqua di cottura. Farcire le crepes con la farcia e chiudere con un filo di porro scottato. Posare su teglia e gratinare al forno a 180&#176; x 10 minuti. Comporre il piatto con la salsa di asparagi a specchio, il fagottino, uno scampone non sgusciato e rosolato ed un pomodorino. Volendo al posto della salsa di asparagi si pu&#242; fare con la scarola od altre verdure.","25/7/2009"
"3324","pasta","Fagottini o ravioli o cannelloni di gamberi e zucchine","gamberetti-pasta fresca a quadrotti-cipolla-scalogno-carota-sedano-3 zucchine-vino b.-x salsa:100 basilico-30 prezzemolo-1 s. aglio-6 noci-1 c. pecorino-1 c. grana-olio-scorza arancia/limone","Rosolare in padella con olio la cipolla e lo scalogno tritati poi unire il sedano, la carota grattata fine e cosi pure le zucchine (devono cuocere in pochi minuti), sale e pepe. A parte rosolare con olio e vino bianco e gamberi. Unire alle verdure e con questa farcia riempire dei quadrotti di pasta 10 x 10 cm. molto sottile e gia scottata. Tenere al caldo e condire con la salsa al basilico. Per la salsa al basilico fare come un pesto con gli ingredienti elencati. 1) si possono servire anche con sotto a specchio una bisque fatta di  chele e gusci dei gamberi. 2) invece di arrotolarli a mo' di cannelloni si possono fare dei fagottini con all'interno 2 o 3 gamberi ciascuno e legati con fili di porro scottatti. Decorare con scorza di arancia o di limone, un gambero pulito ma con la testa e 1 foglia di basilico oppure con sotto a specchio uno zabaione salato.","27/2/2018"
"3325","pasta","Farfalle al pesto di olive nere","farfalle-olive nere-capperi-pomodori pachino-3 alici sottolio-aglio-prezzemolo-olio","In una terrina tagliare i pomodori pachino a met&#224;, una manciata di capperi sotto sale ben sciacquati e 3 o 4 alici sott'olio tritate. Intanto che si cuoce la pasta  fare il pesto frullando in un mixer le olive denocciolate, uno spicchio di aglio, il prezzemolo e l'olio. Versare in una padella e scaldare appena. Scolare la pasta versare nella terrina e aggiungere il pat&#232; di olive, spolverare di origano e servire tiepida.","14/5/2013"
"3326","pasta","Farfalle alla carbonara con tonno","300 farfalle-3 tuorli-250 tonno sott'olio-50 pecorino-50 grana-panna-prezzemolo","In una ciotola sbattere i rossi con un goccio di panna ed i formaggi grattugiati. In una padella scaldare appena il tonno sbriciolato con un goccio di olio; quindi unire la pasta scolata al dente, spegnere il fuoco ed unire il contenuto della ciotola, amalgamare bene. Spolverare di prezzemolo tritato e servire subito.","25/2/2011"
"3327","pasta","Farfalle con baccal&#224; e ceci","farfalle-baccal&#224;-aglio-pomodorini-ceci-prezzemolo","Soffriggere in olio, aglio, 1 pomodorino per persona, un trito di prezzemolo, poi il baccal&#224; precedentemente ammollato e lessato, a tocchetti, quindi i ceci anch'essi ammollati e lessati. Spadellare con la pasta e un trito di prezzemolo fresco.","20/2/2007"
"3328","pasta","Farfalle con pomodori secchi","farfalle-pomodori secchi-basilico-capperi-prezzemolo-carciofini sott'olio-mandorle-peperoncino-olio","Ammollare i pomodori secchi in acqua tiepida x 10 minuti poi strizzarli e frullarli con il prezzemolo, il basilico, i capperi, i carciofini sott'olio e le mandorle con un filo di olio. Versare in padella con un filo di olio ed il  peperoncino. Cuocere le farfalle al dente, scolare e versare nel sugo ad insaporire. Servire calde.","13/2/2011"
"3329","pasta","Farfalline al primo sale e zucchine","farfalline-zucchina-primo sale-grana-olive taggiasche-origano","Grattare sottilmente le zucchine crude unire il primo sale sbriciolato e le olive taggiasche snocciolate; unire la pasta scolata al dente con un po' di acqua di cottura. Amalgamare bene, unire origano e abbondante parmigiano grattato. Mantecare e servire subito. N.B. E' soprattutto una ricetta estiva.","15/9/2015"
"3330","pizza focacce crepes","Farinata della Garfagnana","200 patate-1/2 cavolo nero-fagioli zolfini (o cannellini)-prezzemolo-basilico-timo-santoreggia-sedano-cipolla-carota-aglio-olio-pecorino-farina gialla-lardo-cotenna maiale","Lessare i fagioli zolfini con carota, sedano, aromi e pezzettini di cotenna di maiale. Fare un trito di erbe aromatiche, lardo, aglio, sedano, carota e cipolla. Rosolare questo trito in pentola poi unire un mestolino di acqua di cottura dei fagioli. Intanto tagliare a dadini le patate e a listelli il cavolo nero; mettere nella pentola e cuocere x 40 minuti con l'acqua dei fagioli. Quindi unire i fagioli e quindi a pioggia la farina gialla, rigirando, cuocere x altri 40 minuti. Servire con una grattata di pecorino.","7/3/2007"
"3331","pasta","Fettuccine agli scampi","fettuccine fresche-aglio-scamponi (3 x persona)-vino bianco-pomodorini-prezzemolo-peperoncino","Rosolare in padella con aglio, olio e peperoncino gli scampi aperti a met&#224; x lungo, sfumare con un goccio di vino bianco poi unire i pomodorini spellati e tagliati a met&#224;. Spadellare con le fettuccine scolate al dente, cospargere con un po' di prezzemolo trito.","20/2/2007"
"3332","minestre zuppe","Flan di ceci con le cicale","300 ceci-1 uovo-panna-8 cicale-vino bianco","Dopo aver tenuto in ammollo i ceci x 12 h. lessarle con gli aromi. Poi frullare  i ceci scolati con  un uovo intero e della panna. Versare in tazzine da te e cuocere a bagnomaria nel forno a 180&#176; x 10 minuti. Intanto pulire le cicale e rosolarle in padella con un filo di olio e sfumate con il vino bianco. Prima di servire togliere la testa e disporle sulla tazzina della crema di ceci. Al posto dei ceci si possono usare i fagioli, le lenticchie etc.","8/3/2007"
"3333","varie","Fonduta della valle d'Aosta","400 fontina-400 latte-burro-1 cucchiaio di farina-4 tuorli","Tagliare a dadini la fontina della valle d'Aosta e tenerla in ammollo nel latte anche una notte. Poi a bagnomaria fare sciogliere la fontina con il latte unendo il burro, i tuorli e la farina. Questa operazione va fatta lentamente e a fuoco dolce; quindi tenere al caldo. Si pu&#242; servire anche come accompagnamento ad un tortino di verdure tagliato a fette.","16/11/2011"
"3334","minestre zuppe","Zuppa di fregola con le arselle    cucina Sarda","200 fregola-1 kg arselle o vongole-olio- aglio-prezzemolo-4 pomodori-pepe-brodo di pesce","In una padella aprire le arselle (vanno bene anche i lupini o le vongole) con un filo di olio, aglio e prezzemolo. Filtrare il liquido e sgusciare quasi tutte le arselle, e tenere da parte. In un tegame, con l'olio, rosolare l'aglio e il prezzemolo tritato, poi unire i dadini di pomodoro, rosolare e bagnare con il liquido delle arselle filtrato, poi unire anche l' acqua bollente (meglio sarebbe aggiungere il brodo di pesce). Portare a bollore e versare la fregola ( 2 cucchiai per persona). A fine cottura unire le vongole sgusciate. Insaporire e servire in fondine, o in piccoli cocci a porzione, con sopra qualche arsella con il guscio, del prezzemolo fresco, una grattata di pepe ed un filo di olio a crudo.","13/7/2008"
"3335","pasta","Frittata di spaghettini","spaghettini-olio-prezzemolo-pecorino o grana-tomino primo sale-6 uova-pepe-pomodorini-soppressata calabra","Lessare gli spaghettini al dente, poi scolare e lasciare raffreddare. In una ciotola sbattere le uova con il pepe, il prezzemolo trito ed il pecorino grattato poi unire gli spaghettini e i dadini di primo sale e di soppressata calabra, amalgamare bene e versare in una grande padella con un po' di olio. Cuocere a fuoco medio coperta, poi con l'aiuto di un coperchio girarla. Servire a fette decorando con una dadolata di pomodorini e foglioline di prezzemolo.","25/7/2007"
"3336","pasta","Fusilli al cartoccio","fusilli Gragnano-cozze-olive taggiasche-vongole-moscardini-coda rospo-gamberoni-prezzemolo-pomodori-olio-peperoncino-pepe-vino bianco-farina","Fare le cotture del pesce separate. In un tegame rosolare con l'olio, l'aglio ed il peperoncino i moscardini, sfumare con il vino bianco e cuocere, dopo unire la coda di rospo a trancetti e met&#224; dei pomodori tagliati a dadini. In un'altra padella saltare i gamberoni ed un'altra ancora fare aprire le cozze e le vongole. Lessare i fusilli molto al dente. Quando le cotture sono ultimate assemblare tutto insieme nella padella pi&#249; grande ( i gamberi sono con i gusci, alle cozze e alle vongole toglieremo met&#224; dei gusci ) salare, pepare, unire gli altri pomodori, le olive taggiasche denocciolate ed il prezzemolo tritato. Versare in un grande cartoccio di carta forno, bagnata, sigillato con un misto di acqua a farina. Passare in forno x 20 minuti a 200&#176;. Volendo si possono preparare piccoli cartocci individuali.","20/2/2007"
"3337","pasta","Fusilli al tonno","fusilli-tonno sott'olio-cipolla rossa-pat&#233; olive-olio-peperoncino","In una padella rosolare la cipolla rossa con l'olio ed un peperoncino, poi unire (senza cuocere) il tonno sbriciolato e il pat&#233; di olive nere. Spadellare con i fusilli scolati con poca acqua di cottura ed un filo di olio.","14/5/2013"
"3338","pasta","Fusilli alla greca con verdure e feta","1 melanzana-2 zucchine-1 peperone rosso-pomodorini-olive greche-150 gr. feta-fusilli per 6 p.-panpesto-prezzemolo-aglio-basilico-menta","Tagliare a bastoncini le verdure, metterle in una pirofila unta d'olio e coprirle con una chapelure di prezzemolo e aglio tritati; coprire con un filo d'olio e passare in forno a 180&#176; per 15 minuti; lessare i fusilli, scolarli, mescolarli alle verdure al forno, aggiungere le olive greche nere snocciolate e la feta a dadini. Decorare con foglioline di basilico e menta.","27/5/2008"
"3339","pasta","Fusilli alle mele","fusilli-cipollotti freschi-1 mela-Cognac-panna-1 c. farina-grana","Rosolare nell'olio i cipollotti freschi tagliati per lungo, poi unire la mela a cubetti, fiammeggiare con 1 c. di Cognac. Unire la panna, la farina, fare ridurre poi spadellare con la pasta e abbondante grana.","20/2/2007"
"3340","pasta","Fusilli cipolla e pomodori","200 fusilli-2 cipolle bianche-3 pomodori-100 latte-origano-sale-pepe-grana","Stufare in padella con l'olio, le cipolle affettate sottilmente, dopo unire i pomodori tagliati a dadini. Quando sono appassiti aggiungere anche il latte e l'origano; salare e pepare e fare ridurre. Cuocere la pasta al dente, scolare e spadellare i fusilli per pochi minuti nel sugo. Servire con abbondante grana grattugiato.","18/4/2013"
"3341","pasta","Fusilli di Gragnano con ricotta","fusilli-pomodori-cipolla-olio-basilico-ricotta-parmigiano","Fare un soffritto con la cipolla tritata e l'olio, poi unire i pomodori, il basilico e fare il sugo. Mentre cuoce la pasta, sbattere, in una terrina, con le fruste la ricotta, pepare e unire il parmigiano grattato, con questa crema condire la pasta scolata al dente (se occorre con un goccio di acqua di cottura). Servire con la salsa di pomodoro, a specchio, decorare con una spolverata di grana ed una foglia di basilico.","20/2/2007"
"3342","pasta","Fusilli mimosa","fusilli-prosciutto cotto o crudo-noce burro-panna-curry-2 rossi-zafferano","Intanto che cuoce la pasta, rosolare in padella con una noce di burro il prosciutto tagliato a julienne, poi unire i rossi d'uovo, il curry, lo zafferano sbattuti con 1 bicchiere di panna liquida. Scolare i fusilli al dente e spadellare con questa crema a fuoco spento.","1/11/2008"
"3343","pasta","Fusilli pomodoro e pesto","fusilli-sugo pomodori e basilico-pesto-parmigiano","Fare un sugo classico con pomodori e basilico. Cuocere i fusilli, scolare al dente, condire con il sugo di pomodoro ed al centro posizionare 1 cuchiaio di pesto. Servire con una grattata di parmigiano.","20/2/2007"
